text,nile
Let students access Facebook,define intent uniIntent: for group('students') allow service('facebook')
block employee from accessing social media,define intent uniIntent: for endpoint('network') block traffic('social-media')
block traffic for all students,define intent uniIntent: for group('students') 
block traffic from youtube,define intent uniIntent: for service('youtube') 
Find if there was there an attach from China,define intent uniIntent: for endpoint('China') add middlebox('attach')
block all traffic,define intent uniIntent: for endpoint('network') block traffic('all')
inspect traffic,define intent uniIntent: for endpoint('network') add middlebox('dpi')
Students can download up to GB per week of data,define intent uniIntent: for group('students')
Please add a firewall,define intent uniIntent: for endpoint('network') add middlebox('firewall')
block netflix,define intent uniIntent: for endpoint('network') block service('netflix')
block traffic for dorm,define intent uniIntent: for endpoint('dorms') 
Please block all incoming traffic to youtube.com,define intent uniIntent: for endpoint('network') block service('youtube') traffic('com')
block Youtube in Emnets,define intent uniIntent: for endpoint('network') block service('youtube')
limit guests traffic to torrent bandwidth to 100mbps,"define intent uniIntent: for group('guests'), traffic('torrent') set bandwidth('max', '100', 'mbps')"
limit servers bandwidth to 5gb from 4pm to 7pm,"define intent uniIntent: for endpoint('network') set quota('download', '5', 'gb/hr') start hour('16:00') end hour('19:00')"
inspect suspicious activity in labs,define intent uniIntent: for endpoint('labs') add middlebox('dpi')
set quota 20 gb for A,"define intent uniIntent: for endpoint('network') set quota('download', '20', 'gb/hr')"
"Hey Lumi, please block traffic for all students.",define intent uniIntent: for group('students') block traffic('all')
block traffic of students.,define intent uniIntent: for group('students') block traffic('all')
"""Limit bandwidth usage to 50 mbps for professors.""","define intent uniIntent: for group('professors') set bandwidth('max', '50', 'mbps')"
add firewall,define intent uniIntent: for endpoint('network') add middlebox('firewall')
"Hey Lumi, please block traffic""",define intent uniIntent: for endpoint('network') block traffic('all')
"Hey Lumi, please block traffic for all students.",define intent uniIntent: for group('students') block traffic('all')
"""Students can download up to 10 GB per week of data.""","define intent uniIntent: for group('students') set quota('download', '10', 'gb/wk')"
"Hey Lumi, block traffic for all students.",define intent uniIntent: for group('students') block traffic('all')
Students can download up to 10 GB per week of data.,"define intent uniIntent: for group('students') set quota('download', '10', 'gb/wk')"
limit the internet in dỏm,define intent uniIntent: for endpoint('network') add middlebox('internet')
limit the internet,define intent uniIntent: for endpoint('network') allow traffic('the')
limit the internet for me,define intent uniIntent: for endpoint('network') add middlebox('internet')
limit the internet,define intent uniIntent: for endpoint('network') allow traffic('the')
please load balance the traffic in the network,"define intent uniIntent: for endpoint('network'), traffic('all') add middlebox('load balancer')"
block F2movies traffic for students in the labs.,"define intent uniIntent: for group('students'), endpoint('labs') block service('F2movies')"
all traffic from the Internet to the labs is carefully inspected by the Deep Packet Inspection (DPI) middlebox.,define intent uniIntent: from endpoint('gateway') to endpoint('labs') for traffic('all') add middlebox('dpi')
Bob inspects all traffic of students in the lab,"define intent uniIntent: for group('students'), endpoint('labs'), traffic('all') add middlebox('dpi')"
build a traffic flow test for firewall,define intent uniIntent: for endpoint(''building A'') add middlebox('firewall')
"""Limit bandwidth usage to 50 mbps for professors.""","define intent uniIntent: for group('professors') set bandwidth('max', '50', 'mbps')"
"Hey Lumi, please block traffic for all students",define intent uniIntent: for group('students') block traffic('all')
Limit bandwidth usage to 50 mbps for professors,"define intent uniIntent: for group('professors') set bandwidth('max', '50', 'mbps')"
Please make traffic coming from the Internet pass through a firewall.,define intent uniIntent: for endpoint('gateway') add middlebox('firewall')
"Hey Lumi, please block traffic for all students",define intent uniIntent: for group('students') block traffic('all')
Limit bandwidth usage to 50 mbps for students,"define intent uniIntent: for group('students') set bandwidth('max', '50', 'mbps')"
Students can download up to 10 GB per week of data,"define intent uniIntent: for group('students') set quota('download', '10', 'gb/wk')"
Students can download up to 10 GB per week of data.,"define intent uniIntent: for group('students') set quota('download', '10', 'gb/wk')"
delete all rules,define intent uniIntent: for endpoint('network') 
limit guest's bandwidth to 100 Mbps,"define intent uniIntent: for group('guests') set bandwidth('max', '100', 'mbps')"
block traffic between host1 and google.com,define intent uniIntent: for endpoint('network') block service('google') traffic('all') protocol('com')
"""Please make traffic coming from the Internet pass through a firewall.""",define intent uniIntent: for endpoint('gateway') add middlebox('firewall')
Students can download up to 10 GB per week of data.,"define intent uniIntent: for group('students') set quota('download', '10', 'gb/wk')"
Limit bandwidth usage to 50 mbps for professors,"define intent uniIntent: for group('professors') set bandwidth('max', '50', 'mbps')"
block traffic from youtube,define intent uniIntent: for service('youtube') 
"hi, please block traffic from the drom",define intent uniIntent: for endpoint('network') 
block traffic from the dorm,define intent uniIntent: for endpoint('dorms') block traffic('all')
block traffic for all students,define intent uniIntent: for group('students') 
block traffic for all students,define intent uniIntent: for group('students') 
block traffic for all students,define intent uniIntent: for group('students') 
students traffic firewall 10GB 50GB,"define intent uniIntent: for group('students'), traffic('all') add middlebox('firewall') set quota('download', '10', 'gb/hr'), quota('download', '50', 'gb/hr')"
student traffic 10GB 5GB per day,"define intent uniIntent: for group('students') set quota('download', '10', 'gb/hr'), quota('download', '5', 'GB per day')"
please block traffic for all students,define intent uniIntent: for group('students') block traffic('all')
Inspect traffic from Internet to the labs,"define intent uniIntent: for endpoint('gateway'), endpoint('labs'), traffic('all') add middlebox('dpi')"
please block traffic for all students.,define intent uniIntent: for group('students') block traffic('all')
block traffic for all students.,define intent uniIntent: for group('students') block traffic('all')
Dorms traffic to internet should not pass through a firewall,define intent uniIntent: from endpoint('dorms') to endpoint('gateway') add middlebox('firewall')
"Hey Lumi,  traffic for all students is banned.",define intent uniIntent: for group('students') 
block employee from social media,define intent uniIntent: for endpoint('network') block traffic('social-media') add middlebox('from')
block employee traffic from accessing social media,define intent uniIntent: for endpoint('network') block service('employee') traffic('social-media')
Please block traffic for all students.,define intent uniIntent: for group('students') block traffic('all')
show all installed intents,define intent uniIntent: for endpoint('network')
"Hey Lumi, block traffic for all students",define intent uniIntent: for group('students') block traffic('all')
make traffic coming from internet pass through firewall,define intent uniIntent: for endpoint('gateway') add middlebox('firewall')
download up to 10 GB per week for all students,"define intent uniIntent: for group('students') set quota('download', '10', 'gb/wk')"
"Hey Lumi, please block traffic for all students.",define intent uniIntent: for group('students') block traffic('all')
block the traffic from the,define intent uniIntent: for endpoint('network') 
block traffic from the web,define intent uniIntent: for endpoint('network') 
for guests limit torrent protocol speed to 100mbps,"define intent uniIntent: for endpoint('guests'), traffic('torrent') set bandwidth('max', '100', 'mbps')"
limit guests bandwidth to 100mbps,"define intent uniIntent: for group('guests') set bandwidth('max', '100', 'mbps')"
"Hey Lumi, please block traffic for all students.",define intent uniIntent: for group('students') block traffic('all')
block all traffic from hostel,define intent uniIntent: for endpoint('network') block traffic('all') protocol('hostel')
"Hey Lumi, please remove the firewall, the ips and the ids from the students hall.","define intent uniIntent: for group('students') remove middlebox('firewall'), middlebox('ips'), middlebox('ids')"
disallow traffic from PCI to non-PCI networks,define intent uniIntent: for traffic('all')
block traffic for students,define intent uniIntent: for group('students') 
can you block traffic for all students,define intent uniIntent: for group('students') block traffic('all')
limit the internet in dorm,define intent uniIntent: for endpoint('dorms') add middlebox('internet')
limit the internet in dorm,define intent uniIntent: for endpoint('dorm') add middlebox('internet')
Students can download up to 10 GB per week of data,"define intent uniIntent: for group('students') set quota('download', '10', 'gb/wk')"
Mimize the maximum link ultilization in the network,"define intent uniIntent: for endpoint('network'), traffic('ultilization')"
make the maximum link ultilization in the network lower than 0.8 under the condition that professors' bandwidth is limited to 50Gbps,"define intent uniIntent: for endpoint('network'), group('professors'), traffic('ultilization') add middlebox('condition') set bandwidth('max', '50', 'gbps')"
Limit bandwidth usage to 50 mbps for professors,"define intent uniIntent: for group('professors') set bandwidth('max', '50', 'mbps')"
Students can download up to 10 GB per week of data,"define intent uniIntent: for group('students') set quota('download', '10', 'gb/wk')"
block all traffic from abc for all students,define intent uniIntent: for group('students') block traffic('all')
"For all students in the lab, limit all traffic from Youtube to 5Mbps.","define intent uniIntent: for group('students'), endpoint('labs'), service('youtube'), traffic('all') set bandwidth('max', '5', 'mbps')"
hey lumi block traffic for all student,define intent uniIntent: for group('students') block traffic('all')
"lumi, adda DPI network function between the Internet and the labs",define intent uniIntent: from endpoint('gateway') to endpoint('labs') add middlebox('dpi')
"""Please make traffic coming from the Internet pass through a firewall.""",define intent uniIntent: for endpoint('gateway') add middlebox('firewall')
Please make traffic coming from the Internet pass through a firewall.,define intent uniIntent: for endpoint('gateway') add middlebox('firewall')
"Hey Lumi, please block traffic for all students",define intent uniIntent: for group('students') block traffic('all')
"Hey Lumi, please block traffic for all students.",define intent uniIntent: for group('students') block traffic('all')
Please make traffic coming from the Internet pass through a firewall,define intent uniIntent: for endpoint('gateway') add middlebox('firewall')
"Hey Lumi, please block traffic for all students.",define intent uniIntent: for group('students') block traffic('all')
make sure all traffic to server racks is throttled to 1 gbps from 4pm to 9pm,"define intent uniIntent: for endpoint('servers'), traffic('all') set bandwidth('max', '1', 'gbps') start hour('16:00') end hour('21:00')"
Limit bandwidth usage to 50 mbps for professors,"define intent uniIntent: for group('professors') set bandwidth('max', '50', 'mbps')"
University Housing monitors only the amount of traffic of each user,define intent uniIntent: for endpoint('network') add middlebox('traffic monitor')
"Hey Lumi, please block traffic for all students.",define intent uniIntent: for group('students') block traffic('all')
Please make traffic coming from the Internet pass through a firewall.,define intent uniIntent: for endpoint('gateway') add middlebox('firewall')
please remove DPI from DMZ starting at 6am until 9pm,define intent uniIntent: for endpoint('DMZ') remove middlebox('dpi') start hour('06:00') end hour('21:00')
block traffic from GPT3,define intent uniIntent: for endpoint('network') 
"""Hey Lumi, please block traffic for all students.""",define intent uniIntent: for group('students') block traffic('all')
"""Hey Lumi, please block traffic for all students.""",define intent uniIntent: for group('students') block traffic('all')
"Hey Lumi, please block traffic for all students",define intent uniIntent: for group('students') block traffic('all')
Limit bandwidth usage to 50 mbps for professors.,"define intent uniIntent: for group('professors') set bandwidth('max', '50', 'mbps')"
"Please, limit bandwidth of the main channel to 10mbps","define intent uniIntent: for endpoint('network') set bandwidth('max', '10', 'mbps')"
Limit bandwidth usage,define intent uniIntent: for endpoint('network')
"hey lumi, please block traffic for all students",define intent uniIntent: for group('students') block traffic('all')
please block traffic for all students.,define intent uniIntent: for group('students') block traffic('all')
student can't access the firewall,define intent uniIntent: for group('students') add middlebox('firewall')
student traffic 10GB 5GB everyday,"define intent uniIntent: for group('students') set quota('download', '10', 'gb/hr'), quota('download', '5', 'gb/hr')"
block students at 3pm,define intent uniIntent: for group('students') 
please block traffic for all students,define intent uniIntent: for group('students') block traffic('all')
Set 5Gbps limit for server racks from 4PM to 7PM,"define intent uniIntent: for endpoint('servers') set bandwidth('max', '5', 'gbps') start hour('16:00') end hour('19:00')"
block traffic for all students,define intent uniIntent: for group('students') 
please block traffic for all students student,define intent uniIntent: for group('students') block traffic('all')
"Hey Lumi, please block traffic for all students.",define intent uniIntent: for group('students') block traffic('all')
show me all intents,define intent uniIntent: for endpoint('network') 
Students can download up to 10 GB per week of data,"define intent uniIntent: for group('students') set quota('download', '10', 'gb/wk')"
limit the rate to 100mbps for guests for torrect website,"define intent uniIntent: for endpoint('guests') set bandwidth('max', '100', 'mbps')"
for students block student traffic from website f2movies coming from labs,"define intent uniIntent: for group('students'), endpoint('labs') block service('F2movies')"
"Limit bandwidth usage to 50 mbps for professors.""","define intent uniIntent: for group('professors') set bandwidth('max', '50', 'mbps')"
from 4 pm to 7 pm limit servers traffic to 5gbps,"define intent uniIntent: for traffic('all') set bandwidth('max', '5', 'gbps') start hour('16:00') end hour('19:00')"
check traffic from labs to all students,"define intent uniIntent: for endpoint('labs'), group('students') allow service('check')"
add firewall to the dorm,define intent uniIntent: for endpoint('dorms') add middlebox('firewall')
block F2movies traffic for students in the labs.,"define intent uniIntent: for group('students'), endpoint('labs') block service('F2movies')"
limit bandwidth usage to 50 mbps for professors,"define intent uniIntent: for group('professors') set bandwidth('max', '50', 'mbps')"
hey lumi i need to set spi for students,define intent uniIntent: for group('students')  add middlebox('spi')
show me the network configurations,define intent uniIntent: for endpoint('network')
"""Limit bandwidth usage to 50 mbps for professors.""","define intent uniIntent: for group('professors') set bandwidth('max', '50', 'mbps')"
Block youtube from building A,define intent uniIntent: for endpoint('network') block service('youtube')
"Hey Lumi, please block traffic for all students.",define intent uniIntent: for group('students') block traffic('all')
"Hey Lumi, please remove the firewall, the ips and from hall.","define intent uniIntent: for endpoint('hall') remove middlebox('firewall'), middlebox('ips')"
add firewall to network,define intent uniIntent: for endpoint('network') add middlebox('firewall')
"""Hey Lumi, please block traffic for all students.""",define intent uniIntent: for group('students') block traffic('all')
Please make traffic coming from the Internet pass through a firewall,define intent uniIntent: for endpoint('gateway') add middlebox('firewall')
"Hey, limit the internet",define intent uniIntent: for endpoint('network') allow traffic('the')
limit the internet,define intent uniIntent: for endpoint('network') allow traffic('the')
imit bandwidth usage to 50 mbps for professors and load balance the network gain.,"define intent uniIntent: for group('professors'), endpoint('network') add middlebox('load balancer') set bandwidth('max', '50', 'mbps')"
block F2movies traffic for students in the labs.,"define intent uniIntent: for group('students'), endpoint('labs') block service('F2movies')"
"For all students in the lab, limit all traffic from Google to 5Mbps.","define intent uniIntent: for group('students'), endpoint('labs'), traffic('all') set bandwidth('max', '5', 'mbps')"
block F2movies traffic for students in the labs.,"define intent uniIntent: for group('students'), endpoint('labs') block service('F2movies')"
traffic from datacenterA to datacenterB is loadbalance,define intent uniIntent: for endpoint('network')
"Hey Lumi, please block traffic for all students",define intent uniIntent: for group('students') block traffic('all')
show the network,define intent uniIntent: for endpoint('network')
"Add firewall and intrusion detection from gateway to backend for client B, with latency less than 10ms and 100mbps of bandwidth,and allow HTTPS only, everyday from 09:00 to 18:00","define intent uniIntent: from endpoint('gateway') to endpoint('backend') add middlebox('firewall'), middlebox('ids') allow protocol('https'), protocol('everyday') set bandwidth('max', '10', 'mbps') start hour('09:00') end hour('18:00')"
"''please lumi, forward all internet traffic to the DPI then to labs''",define intent uniIntent: from endpoint('gateway') to endpoint('labs') add middlebox('dpi')
limit bandwidth usage to 50mbps,"define intent uniIntent: for endpoint('network') set bandwidth('max', '50', 'mbps')"
"""Hey Lumi, please block traffic for all students.""      ""Please make traffic coming from the Internet pass through a firewall.""      ""Limit bandwidth usage to 50 mbps for professors.""      ""Students can download up to 10 GB per week of data.""","define intent uniIntent: for group('students'), group('professors'), endpoint('gateway') block traffic('all') add middlebox('firewall') set bandwidth('max', '50', 'mbps')"
please block all traffic to the students union building,define intent uniIntent: for group('students') block traffic('all')
"Add firewall and intrusion detection from gateway to backend for client B, with latency less than 10ms and 100mbps of bandwidth,and allow HTTPS only, everyday between 09:00 and 18:00","define intent uniIntent: from endpoint('gateway') to endpoint('backend') add middlebox('firewall'), middlebox('ids') allow protocol('https'), protocol('everyday') set bandwidth('max', '10', 'mbps') start hour('09:00') end hour('18:00')"
"Hey Lumi, please block traffic for all students",define intent uniIntent: for group('students') block traffic('all')
"""Limit bandwidth usage to 50 mbps for professors.""","define intent uniIntent: for group('professors') set bandwidth('max', '50', 'mbps')"
"Add firewall and intrusion detection from gateway to backend for classroom, with latency less than 10ms and 100mbps of bandwidth, and allow HTTPS only, everyday from 09:00 to 18:00","define intent uniIntent: from endpoint('gateway') to endpoint('backend') for endpoint('classrooms') add middlebox('firewall'), middlebox('ids') allow protocol('https') set bandwidth('max', '10', 'mbps') start hour('09:00') end hour('18:00')"
Please make traffic coming from the Internet pass through a firewall.,define intent uniIntent: for endpoint('gateway') add middlebox('firewall')
Please make traffic coming from the Internet pass through a firewall.,define intent uniIntent: for endpoint('gateway') add middlebox('firewall')
Please make traffic coming from the Internet pass through a firewall.,define intent uniIntent: for endpoint('gateway') add middlebox('firewall')
Please make traffic coming from the Internet pass through a firewall at 24pm,define intent uniIntent: for endpoint('gateway') add middlebox('firewall')
Please make traffic coming from the Internet pass through a firewall.,define intent uniIntent: for endpoint('gateway') add middlebox('firewall')
"Currently, the University of Illinois does not have any rate limits",define intent uniIntent: for endpoint('University of Illinois')
Students can download up to 10 GB per week of data,"define intent uniIntent: for group('students') set quota('download', '10', 'gb/wk')"
bandwith of guests should be greater than 100mbps,"define intent uniIntent: for endpoint('guests') set bandwidth('max', '100', 'mbps')"
block traffic from youtube,define intent uniIntent: for service('youtube') 
"Hey Lumi, please block traffic for all students",define intent uniIntent: for group('students') block traffic('all')
Limit bandwidth usage to 50 mbps for professors,"define intent uniIntent: for group('professors') set bandwidth('max', '50', 'mbps')"
"""Students can download up to 10 GB per week of data.""","define intent uniIntent: for group('students') set quota('download', '10', 'gb/wk')"
Please make traffic coming from the Internet pass through a firewall.,define intent uniIntent: for endpoint('gateway') add middlebox('firewall')
please block traffic from youtube,define intent uniIntent: for service('youtube') block traffic('all')
"hi, please block traffic from the dorm",define intent uniIntent: for endpoint('dorms') block traffic('all')
"Hey Lumi, please block traffic for all students.",define intent uniIntent: for group('students') block traffic('all')
block traffic for all students,define intent uniIntent: for group('students') 
student firewall 50mpbs,"define intent uniIntent: for group('students') add middlebox('firewall') set quota('download', '50', 'mpbs')"
block traffic for all students,define intent uniIntent: for group('students') 
Rate limit traffic from internet to labs to 100Mbps,"define intent uniIntent: from endpoint('gateway') to endpoint('labs') for traffic('all') set bandwidth('max', '100', 'mbps')"
prohibit traffic for all students,define intent uniIntent: for group('students')
please prohibit traffic for all students,"define intent uniIntent: for group('students'), traffic('all')"
"ey Lumi, please block traffic for all students.",define intent uniIntent: for group('students') block traffic('all')
"Hey Lumi, please block traffic for all students.",define intent uniIntent: for group('students') block traffic('all')
block traffic from accessing social media,define intent uniIntent: for endpoint('network') block traffic('social-media')
"Hey Lumi, please block traffic for all students.",define intent uniIntent: for group('students') block traffic('all')
block traffic for professors,define intent uniIntent: for group('professors') 
"Hey Lumi, please block traffic for all students.",define intent uniIntent: for group('students') block traffic('all')
"Add firewall and intrusion detection from the gateway to the backend for client B with at least 100mbps of bandwidth, and allow HTTPS only","define intent uniIntent: from endpoint('gateway') to endpoint('backend') add middlebox('firewall'), middlebox('ids') allow protocol('https') set bandwidth('max', '100', 'mbps')"
Block network access for Alex,define intent uniIntent: for endpoint('network') block service('access')
"Hey Lumi, please block traffic for all students.",define intent uniIntent: for group('students') block traffic('all')
block student traffic from website f2movies coming from labs,"define intent uniIntent: for endpoint('labs') block service('student'), service('F2movies')"
what is student,define intent uniIntent: for group('students')
from 4 pm to 7 pm limit servers traffic to 5gbps,"define intent uniIntent: for traffic('all') set bandwidth('max', '5', 'gbps') start hour('16:00') end hour('19:00')"
limit bw for dorms to 10gb per week,"define intent uniIntent: for endpoint('dorms'), traffic('bw') set quota('download', '10', 'gb/wk')"
torrent traffic,define intent uniIntent: for endpoint('network') allow traffic('torrent')
please limit bandwidth to 20 mbps for professors,"define intent uniIntent: for group('professors') set bandwidth('max', '20', 'mbps')"
"""Please make traffic coming from the Internet pass through a firewall.""",define intent uniIntent: for endpoint('gateway') add middlebox('firewall')
"Hey Lumi, please block traffic for all students",define intent uniIntent: for group('students') block traffic('all')
"""Hey Lumi, please block traffic for all students.""",define intent uniIntent: for group('students') block traffic('all')
"""Students can download up to 10 GB per week of data.""","define intent uniIntent: for group('students') set quota('download', '10', 'gb/wk')"
add ips for dorms,define intent uniIntent: for endpoint('dorms') add middlebox('ips')
"Hey Lumi, please add the firewall, the ips and from hall.","define intent uniIntent: for endpoint('hall') add middlebox('firewall'), middlebox('ips')"
add firewall,define intent uniIntent: for endpoint('network') add middlebox('firewall')
remove firewall from network,define intent uniIntent: for endpoint('network') remove middlebox('firewall')
add firewall from network,define intent uniIntent: for endpoint('network') add middlebox('firewall')
"""Students can download up to 10 GB per week of data.""","define intent uniIntent: for group('students') set quota('download', '10', 'gb/wk')"
Inspect traffic for the dorm,"define intent uniIntent: for endpoint('dorms'), traffic('all') add middlebox('dpi')"
Students can download up to 10 GB per week of data,"define intent uniIntent: for group('students') set quota('download', '10', 'gb/wk')"
"Hey Lumi, please block traffic for all students.",define intent uniIntent: for group('students') block traffic('all')
"Hey Lumi, please block traffic for all students.",define intent uniIntent: for group('students') block traffic('all')
"""Hey Lumi, please block traffic for all students.""",define intent uniIntent: for group('students') block traffic('all')
set a 10 GB per week download quota for students in dorms.,"define intent uniIntent: for group('students'), endpoint('dorms') set quota('download', '10', 'gb/wk')"
"Hey Lumi, please block traffic for all students",define intent uniIntent: for group('students') block traffic('all')
Teacher inspects all traffic,"define intent uniIntent: for group('professors'), traffic('all') add middlebox('dpi')"
set a 5 Gbps bandwidth limit for the server racks from 4PM to 7PM.,"define intent uniIntent: for endpoint('servers') set bandwidth('max', '5', 'gbps') start hour('16:00') end hour('19:00')"
inspect all traffic,define intent uniIntent: for traffic('all') add middlebox('dpi')
"Hey Lumi, please block traffic for all students.",define intent uniIntent: for group('students') block traffic('all')
"Um teacher is talking all the time, what should I do to play brawl stars again?","define intent uniIntent: for group('professors'), traffic('all')"
"Add firewall and intrusion detection from gateway to backend for client B, with latency less than 10ms and 100mbps of bandwidth,and allow HTTPS only, everyday from 09:00 to 18:00","define intent uniIntent: from endpoint('gateway') to endpoint('backend') add middlebox('firewall'), middlebox('ids') allow protocol('https'), protocol('everyday') set bandwidth('max', '10', 'mbps') start hour('09:00') end hour('18:00')"
"Add firewall and intrusion detection from gateway to backend for client B, with latency less than 10ms and 100mbps of bandwidth,and allow HTTPS only, everyday, from 09:00 to 18:00","define intent uniIntent: from endpoint('gateway') to endpoint('backend') add middlebox('firewall'), middlebox('ids') allow protocol('https') set bandwidth('max', '10', 'mbps') start hour('09:00') end hour('18:00')"
"Add firewall and intrusion detection from gateway to backend for client B, with latency less than 10ms and 100mbps of bandwidth,and allow HTTPS only, everyday from 09:00 to 18:00","define intent uniIntent: from endpoint('gateway') to endpoint('backend') add middlebox('firewall'), middlebox('ids') allow protocol('https'), protocol('everyday') set bandwidth('max', '10', 'mbps') start hour('09:00') end hour('18:00')"
show me a list of all intents,define intent uniIntent: for traffic('all')
i want to block traffic for neu,define intent uniIntent: for endpoint('network') block traffic('all')
Please make traffic coming from the Internet pass through a firewall.,define intent uniIntent: for endpoint('gateway') add middlebox('firewall')
"Hey Lumi, please block traffic for all students.",define intent uniIntent: for group('students') block traffic('all')
Please add a firewall for professors,define intent uniIntent: for group('professors') add middlebox('firewall')
Students can't download up to 10 GB per week of data,"define intent uniIntent: for group('students') set quota('download', '10', 'gb/wk')"
AIM chat and file transfering is allowed by the University firewall,"define intent uniIntent: for endpoint('university'), service('AIM Chat'), service('file transfer') add middlebox('firewall')"
make sure all traffic to server racks is throttled to 1 gbps from 4pm to 9pm,"define intent uniIntent: for endpoint('servers'), traffic('all') set bandwidth('max', '1', 'gbps') start hour('16:00') end hour('21:00')"
CounterStrike server is blocked by the University firewall,define intent uniIntent: for endpoint('university') block service('CounterStrike server') add middlebox('firewall')
block all traffic,define intent uniIntent: for endpoint('network') block traffic('all')
Block all traffic from 10.0.0.10,define intent uniIntent: for endpoint('network') block traffic('all')
limit guest's bandwidth to 100 Gbps,"define intent uniIntent: for group('guests') set bandwidth('max', '100', 'gbps')"
limit guest's bandwidth to 100 Mbps for torrent download,"define intent uniIntent: for group('guests'), traffic('torrent'), service('file sharing') set bandwidth('max', '100', 'mbps')"
block traffic between host1 and Host2,define intent uniIntent: for endpoint('network') block service('Host2') traffic('all')
please limit the torrent bandwith of guests to minimum 100mbps,"define intent uniIntent: for endpoint('guests'), traffic('torrent') set bandwidth('max', '100', 'mbps')"
''block traffic from f2movies going to students in the labs'',"define intent uniIntent: for group('students'), endpoint('labs') block service('F2movies')"
block traffic from youtube for students,"define intent uniIntent: for service('youtube'), group('students') "
"""Limit bandwidth usage to 50 mbps for professors.""","define intent uniIntent: for group('professors') set bandwidth('max', '50', 'mbps')"
block traffic from youtube,define intent uniIntent: for service('youtube') 
please block traffic from youtube,define intent uniIntent: for service('youtube') block traffic('all')
"please, block https traffic from laboratories",define intent uniIntent: for endpoint('labs') block protocol('https')
block traffic for all students,define intent uniIntent: for group('students') 
block traffic for all students,define intent uniIntent: for group('students') 
Students can download up to 10 GB per week of data.,"define intent uniIntent: for group('students') set quota('download', '10', 'gb/wk')"
make traffic from students go to a firewall and limit it to 100Mbps if it's to 10.12.34.0/24,"define intent uniIntent: for group('students') add middlebox('firewall') set bandwidth('max', '100', 'mbps')"
please block traffic for all students,define intent uniIntent: for group('students') block traffic('all')
Limit torrent traffic to 100mbps from internet to labs,"define intent uniIntent: for endpoint('gateway'), endpoint('labs'), traffic('torrent') set bandwidth('max', '100', 'mbps')"
Block F2movies to the labs,define intent uniIntent: for endpoint('labs') block service('F2movies')
I want the torrent traffic from guest users to be no more than 100 mbps,"define intent uniIntent: for group('guests'), traffic('torrent') set bandwidth('max', '100', 'mbps')"
Students can use up to 10 GB per week of data.,"define intent uniIntent: for group('students') set quota('download', '10', 'gb/wk')"
increase the download quota of students by 1GB,"define intent uniIntent: for group('students')  set quota('download', '1', 'gb/hr')"
"although the teacher disagrees, I want to increase the quota of students by 10GB per day","define intent uniIntent: for group('professors'), group('students')  set quota('download', '10', 'GB per day')"
"Hey Lumi, please block traffic for all students.",define intent uniIntent: for group('students') block traffic('all')
"Hey Lumi, please block traffic for all students.",define intent uniIntent: for group('students') block traffic('all')
Please block traffic for all students,define intent uniIntent: for group('students') block traffic('all')
block traffic,define intent uniIntent: for endpoint('network') block traffic('all')
"Hey Lumi, please block traffic for all students.",define intent uniIntent: for group('students') block traffic('all')
block website F2movies for labs,define intent uniIntent: for endpoint('labs') block service('F2movies')
block labs,define intent uniIntent: for endpoint('network') 
inspect traffic from labs to all students,"define intent uniIntent: for endpoint('labs'), group('students'), traffic('all') add middlebox('dpi')"
limit torrent traffic in guests to 100mbps,"define intent uniIntent: for endpoint('guests'), traffic('torrent') set bandwidth('max', '100', 'mbps')"
add a new user,define intent uniIntent: for group('users') 
please add a firewall for students,define intent uniIntent: for group('students') add middlebox('firewall')
Block traffic for students,define intent uniIntent: for group('students') 
Block traffic of students.,define intent uniIntent: for group('students') block traffic('all')
"Hey Lumi, please block traffic for all students.",define intent uniIntent: for group('students') block traffic('all')
"""Students can download up to 10 GB per week of data.""","define intent uniIntent: for group('students') set quota('download', '10', 'gb/wk')"
please block traffic for all students,define intent uniIntent: for group('students') block traffic('all')
"Hey Lumi, please block traffic for all students.",define intent uniIntent: for group('students') block traffic('all')
"Hey Lumi, please add the firewall, the ips and from hall.","define intent uniIntent: for endpoint('hall') add middlebox('firewall'), middlebox('ips')"
Limit bandwidth usage to 50 mbps for professors.,"define intent uniIntent: for group('professors') set bandwidth('max', '50', 'mbps')"
Tell me how big the universe is,define intent uniIntent: for endpoint('network')
deploy 500 10GBit servers,"define intent uniIntent: for endpoint('network') set quota('download', '10', 'GBit')"
limit the internet of dorm,define intent uniIntent: for endpoint('dorms') allow traffic('the')
Students can download up to 10 GB per week of data.,"define intent uniIntent: for group('students') set quota('download', '10', 'gb/wk')"
all traffic from the Internet to the labs is carefully inspected by the Deep Packet Inspection (DPI) middlebox.,define intent uniIntent: from endpoint('gateway') to endpoint('labs') for traffic('all') add middlebox('dpi')
Limit bandwidth usage to 50 mbps for professors.,"define intent uniIntent: for group('professors') set bandwidth('max', '50', 'mbps')"
limit the traffic from abc to 100mbps for students in the weekend,"define intent uniIntent: for group('students') set bandwidth('max', '100', 'mbps')"
all traffic from the Internet to the labs is carefully inspected by the Deep Packet Inspection,define intent uniIntent: from endpoint('gateway') to endpoint('labs') for traffic('all') add middlebox('dpi')
please block traffic for all students.,define intent uniIntent: for group('students') block traffic('all')
"For all students in the lab, limit all traffic to 5Mbps.","define intent uniIntent: for group('students'), endpoint('labs'), traffic('all') set bandwidth('max', '5', 'mbps')"
Please make traffic coming from the Internet pass through a firewall.,define intent uniIntent: for endpoint('gateway') add middlebox('firewall')
